Serial No.,Name,Email Id,Contact no.,Location,Gender,Highest Qualification,Domain 1,Exp,Top % clients,Domain 2,Exp,Top % clients,Domain 3,Exp,Top % clients,Function /Department,Skill,Experience in Recruitment,Total Experience,Domains they want to work on,How many positions do you close in a month?,Level of Requirement you work on,"Do you have any website access? If yes, specify.",Sources of Client generation,How many hours can you dedicate per week?,CTC Range
,,,,,,,,,Reliance Infra.,,,Reliance Infra.,,,Reliance Infra.,,,,,,,,,,,
,,,,,,,,,Reliance Power,,,Reliance Power,,,Reliance Power,,,,,,,,,,,
,,,,,,,,,Religare Services,,,Religare Services,,,Religare Services,,,,,,,,,,,
,,,,,,,,,Religare Technologies,,,Religare Technologies,,,Religare Technologies,,,,,,,,,,,
,,,,,,,,,Renault Nissan Tech,,,Renault Nissan Tech,,,Renault Nissan Tech,,,,,,,,,,,
,,,,,,,,,Replicon Software,,,Replicon Software,,,Replicon Software,,,,,,,,,,,
,,,,,,,,,Rockwell Automation,,,Rockwell Automation,,,Rockwell Automation,,,,,,,,,,,
,,,,,,,,,Rolta,,,Rolta,,,Rolta,,,,,,,,,,,
,,,,,,,,,Royal Enfield,,,Royal Enfield,,,Royal Enfield,,,,,,,,,,,
,,,,,,,,,SABMiller,,,SABMiller,,,SABMiller,,,,,,,,,,,
,,,,,,,,,SAP India,,,SAP India,,,SAP India,,,,,,,,,,,
,,,,,,,,,SAP Labs,,,SAP Labs,,,SAP Labs,,,,,,,,,,,
,,,,,,,,,SBI Life Insurance,,,SBI Life Insurance,,,SBI Life Insurance,,,,,,,,,,,
,,,,,,,,,SDG Software,,,SDG Software,,,SDG Software,,,,,,,,,,,
,,,,,,,,,SEL Manufacturing,,,SEL Manufacturing,,,SEL Manufacturing,,,,,,,,,,,
,,,,,,,,,SKP Group,,,SKP Group,,,SKP Group,,,,,,,,,,,
,,,,,,,,,SKP e-Solutions,,,SKP e-Solutions,,,SKP e-Solutions,,,,,,,,,,,
,,,,,,,,,SLK Software,,,SLK Software,,,SLK Software,,,,,,,,,,,
,,,,,,,,,SMC Global Securities,,,SMC Global Securities,,,SMC Global Securities,,,,,,,,,,,
,,,,,,,,,SMERA Ratings,,,SMERA Ratings,,,SMERA Ratings,,,,,,,,,,,
,,,,,,,,,SRL,,,SRL,,,SRL,,,,,,,,,,,
,,,,,,,,,SRM Technologies,,,SRM Technologies,,,SRM Technologies,,,,,,,,,,,
,,,,,,,,,Sabre,,,Sabre,,,Sabre,,,,,,,,,,,
,,,,,,,,,SafeNet Infotech,,,SafeNet Infotech,,,SafeNet Infotech,,,,,,,,,,,
,,,,,,,,,Safran Engineering,,,Safran Engineering,,,Safran Engineering,,,,,,,,,,,
,,,,,,,,,Sahara India Pariwar,,,Sahara India Pariwar,,,Sahara India Pariwar,,,,,,,,,,,
,,,,,,,,,Saipem,,,Saipem,,,Saipem,,,,,,,,,,,
,,,,,,,,,Samsung,,,Samsung,,,Samsung,,,,,,,,,,,
,,,,,,,,,Samsung Software Ops,,,Samsung Software Ops,,,Samsung Software Ops,,,,,,,,,,,
,,,,,,,,,Sandhar Technologies,,,Sandhar Technologies,,,Sandhar Technologies,,,,,,,,,,,
,,,,,,,,,Sandisk,,,Sandisk,,,Sandisk,,,,,,,,,,,
,,,,,,,,,Sandvik Asia,,,Sandvik Asia,,,Sandvik Asia,,,,,,,,,,,
,,,,,,,,,Sandvine Technologies,,,Sandvine Technologies,,,Sandvine Technologies,,,,,,,,,,,
,,,,,,,,,Sandy Machinery Tools,,,Sandy Machinery Tools,,,Sandy Machinery Tools,,,,,,,,,,,
,,,,,,,,,Sapient Consulting,,,Sapient Consulting,,,Sapient Consulting,,,,,,,,,,,
,,,,,,,,,Sasken Communication,,,Sasken Communication,,,Sasken Communication,,,,,,,,,,,
,,,,,,,,,Satyam BPO,,,Satyam BPO,,,Satyam BPO,,,,,,,,,,,
,,,,,,,,,Saxo IT,,,Saxo IT,,,Saxo IT,,,,,,,,,,,
,,,,,,,,,Schindler,,,Schindler,,,Schindler,,,,,,,,,,,
,,,,,,,,,Schneider Electric,,,Schneider Electric,,,Schneider Electric,,,,,,,,,,,
,,,,,,,,,Schwing Stetter,,,Schwing Stetter,,,Schwing Stetter,,,,,,,,,,,
,,,,,,,,,Scientific Publishing,,,Scientific Publishing,,,Scientific Publishing,,,,,,,,,,,
,,,,,,,,,Seclore Technology,,,Seclore Technology,,,Seclore Technology,,,,,,,,,,,
,,,,,,,,,Secure Meters,,,Secure Meters,,,Secure Meters,,,,,,,,,,,
,,,,,,,,,Serendipity,,,Serendipity,,,Serendipity,,,,,,,,,,,
,,,,,,,,,Shahi Exports,,,Shahi Exports,,,Shahi Exports,,,,,,,,,,,
,,,,,,,,,Shapoorji Pallonji,,,Shapoorji Pallonji,,,Shapoorji Pallonji,,,,,,,,,,,
,,,,,,,,,Sharekhan,,,Sharekhan,,,Sharekhan,,,,,,,,,,,
,,,,,,,,,Shell India Markets,,,Shell India Markets,,,Shell India Markets,,,,,,,,,,,
,,,,,,,,,Shell Infotech,,,Shell Infotech,,,Shell Infotech,,,,,,,,,,,
,,,,,,,,,Shell Services Centre,,,Shell Services Centre,,,Shell Services Centre,,,,,,,,,,,
,,,,,,,,,Shoppers Stop,,,Shoppers Stop,,,Shoppers Stop,,,,,,,,,,,
,,,,,,,,,Shree Cement,,,Shree Cement,,,Shree Cement,,,,,,,,,,,
,,,,,,,,,Shree Shubham Logistics,,,Shree Shubham Logistics,,,Shree Shubham Logistics,,,,,,,,,,,
,,,,,,,,,Shreyas Technologies,,,Shreyas Technologies,,,Shreyas Technologies,,,,,,,,,,,
,,,,,,,,,Siemens,,,Siemens,,,Siemens,,,,,,,,,,,
,,,,,,,,,Siemens Industry Software,,,Siemens Industry Software,,,Siemens Industry Software,,,,,,,,,,,
,,,,,,,,,Sierra-Cedar,,,Sierra-Cedar,,,Sierra-Cedar,,,,,,,,,,,
,,,,,,,,,Sify,,,Sify,,,Sify,,,,,,,,,,,
,,,,,,,,,Silver Atena,,,Silver Atena,,,Silver Atena,,,,,,,,,,,
,,,,,,,,,Simplex Infrastructure,,,Simplex Infrastructure,,,Simplex Infrastructure,,,,,,,,,,,
,,,,,,,,,Simplex Infrastructures,,,Simplex Infrastructures,,,Simplex Infrastructures,,,,,,,,,,,
,,,,,,,,,Simplilearn,,,Simplilearn,,,Simplilearn,,,,,,,,,,,
,,,,,,,,,Sitel,,,Sitel,,,Sitel,,,,,,,,,,,
,,,,,,,,,Siti Cable Network,,,Siti Cable Network,,,Siti Cable Network,,,,,,,,,,,
,,,,,,,,,Siyaram,,,Siyaram,,,Siyaram,,,,,,,,,,,
,,,,,,,,,Smart Value Products,,,Smart Value Products,,,Smart Value Products,,,,,,,,,,,
,,,,,,,,,SmartPlay Technologies,,,SmartPlay Technologies,,,SmartPlay Technologies,,,,,,,,,,,
,,,,,,,,,Snapdeal,,,Snapdeal,,,Snapdeal,,,,,,,,,,,
,,,,,,,,,Sobha Developers,,,Sobha Developers,,,Sobha Developers,,,,,,,,,,,
,,,,,,,,,Societe Generale Global,,,Societe Generale Global,,,Societe Generale Global,,,,,,,,,,,
,,,,,,,,,Sodexo Food Solutions,,,Sodexo Food Solutions,,,Sodexo Food Solutions,,,,,,,,,,,
,,,,,,,,,Sofomation,,,Sofomation,,,Sofomation,,,,,,,,,,,
,,,,,,,,,Software AG,,,Software AG,,,Software AG,,,,,,,,,,,
,,,,,,,,,Software Paradigms,,,Software Paradigms,,,Software Paradigms,,,,,,,,,,,
,,,,,,,,,Sonata Software,,,Sonata Software,,,Sonata Software,,,,,,,,,,,
,,,,,,,,,Sony,,,Sony,,,Sony,,,,,,,,,,,
,,,,,,,,,Sopra Group,,,Sopra Group,,,Sopra Group,,,,,,,,,,,
,,,,,,,,,SourceHOV,,,SourceHOV,,,SourceHOV,,,,,,,,,,,
,,,,,,,,,South Eastern Roadways,,,South Eastern Roadways,,,South Eastern Roadways,,,,,,,,,,,
,,,,,,,,,Span Systems,,,Span Systems,,,Span Systems,,,,,,,,,,,
,,,,,,,,,Sparsh BPO,,,Sparsh BPO,,,Sparsh BPO,,,,,,,,,,,
,,,,,,,,,Spaze Towers,,,Spaze Towers,,,Spaze Towers,,,,,,,,,,,
,,,,,,,,,Spencers,,,Spencers,,,Spencers,,,,,,,,,,,
,,,,,,,,,Spice Jet,,,Spice Jet,,,Spice Jet,,,,,,,,,,,
,,,,,,,,,Srei Infra Finance,,,Srei Infra Finance,,,Srei Infra Finance,,,,,,,,,,,
,,,,,,,,,Star India,,,Star India,,,Star India,,,,,,,,,,,
,,,,,,,,,Steria,,,Steria,,,Steria,,,,,,,,,,,
,,,,,,,,,Sterling And Wilson,,,Sterling And Wilson,,,Sterling And Wilson,,,,,,,,,,,
,,,,,,,,,Sterling Information,,,Sterling Information,,,Sterling Information,,,,,,,,,,,
,,,,,,,,,Subex,,,Subex,,,Subex,,,,,,,,,,,
,,,,,,,,,Suguna Foods,,,Suguna Foods,,,Suguna Foods,,,,,,,,,,,
,,,,,,,,,SumTotal Systems,,,SumTotal Systems,,,SumTotal Systems,,,,,,,,,,,
,,,,,,,,,Sun Life India,,,Sun Life India,,,Sun Life India,,,,,,,,,,,
,,,,,,,,,Sun Pharmaceutical,,,Sun Pharmaceutical,,,Sun Pharmaceutical,,,,,,,,,,,
,,,,,,,,,SunGard Solutions,,,SunGard Solutions,,,SunGard Solutions,,,,,,,,,,,
,,,,,,,,,Sundaram Finance Grp,,,Sundaram Finance Grp,,,Sundaram Finance Grp,,,,,,,,,,,
,,,,,,,,,Sunrise Systems,,,Sunrise Systems,,,Sunrise Systems,,,,,,,,,,,
,,,,,,,,,Sutherland Global,,,Sutherland Global,,,Sutherland Global,,,,,,,,,,,
,,,,,,,,,Suzlon Energy,,,Suzlon Energy,,,Suzlon Energy,,,,,,,,,,,
,,,,,,,,,Suzuki Motorcycle,,,Suzuki Motorcycle,,,Suzuki Motorcycle,,,,,,,,,,,
,,,,,,,,,Swiggy,,,Swiggy,,,Swiggy,,,,,,,,,,,
,,,,,,,,,Symantec Software,,,Symantec Software,,,Symantec Software,,,,,,,,,,,
,,,,,,,,,Symphony Teleca,,,Symphony Teleca,,,Symphony Teleca,,,,,,,,,,,
,,,,,,,,,Synchrony International,,,Synchrony International,,,Synchrony International,,,,,,,,,,,
,,,,,,,,,Synechron Technologies,,,Synechron Technologies,,,Synechron Technologies,,,,,,,,,,,
,,,,,,,,,Synergy,,,Synergy,,,Synergy,,,,,,,,,,,
,,,,,,,,,Syngene International,,,Syngene International,,,Syngene International,,,,,,,,,,,
,,,,,,,,,Syniverse Technologies,,,Syniverse Technologies,,,Syniverse Technologies,,,,,,,,,,,
,,,,,,,,,Synophic Systems,,,Synophic Systems,,,Synophic Systems,,,,,,,,,,,
,,,,,,,,,Synopsys,,,Synopsys,,,Synopsys,,,,,,,,,,,
,,,,,,,,,Syntel,,,Syntel,,,Syntel,,,,,,,,,,,
,,,,,,,,,Sysbiz Technologies,,,Sysbiz Technologies,,,Sysbiz Technologies,,,,,,,,,,,
,,,,,,,,,Syscom Corporation,,,Syscom Corporation,,,Syscom Corporation,,,,,,,,,,,
,,,,,,,,,Systems Technology Grp,,,Systems Technology Grp,,,Systems Technology Grp,,,,,,,,,,,
,,,,,,,,,TATA AIG General Insurance,,,TATA AIG General Insurance,,,TATA AIG General Insurance,,,,,,,,,,,
,,,,,,,,,TBEA Energy,,,TBEA Energy,,,TBEA Energy,,,,,,,,,,,
,,,,,,,,,TCS,,,TCS,,,TCS,,,,,,,,,,,
,,,,,,,,,TE Connectivity,,,TE Connectivity,,,TE Connectivity,,,,,,,,,,,
,,,,,,,,,TESCO Hindustan,,,TESCO Hindustan,,,TESCO Hindustan,,,,,,,,,,,
,,,,,,,,,TGS ECOM,,,TGS ECOM,,,TGS ECOM,,,,,,,,,,,
,,,,,,,,,TIBCO Software,,,TIBCO Software,,,TIBCO Software,,,,,,,,,,,
,,,,,,,,,TLG,,,TLG,,,TLG,,,,,,,,,,,
,,,,,,,,,TPG Software,,,TPG Software,,,TPG Software,,,,,,,,,,,
,,,,,,,,,TRIDENT,,,TRIDENT,,,TRIDENT,,,,,,,,,,,
,,,,,,,,,TSYS,,,TSYS,,,TSYS,,,,,,,,,,,
,,,,,,,,,TUV SUD South Asia,,,TUV SUD South Asia,,,TUV SUD South Asia,,,,,,,,,,,
,,,,,,,,,TVS,,,TVS,,,TVS,,,,,,,,,,,
,,,,,,,,,TVS Next Pvt Ltd,,,TVS Next Pvt Ltd,,,TVS Next Pvt Ltd,,,,,,,,,,,
,,,,,,,,,Tagros Chemicals,,,Tagros Chemicals,,,Tagros Chemicals,,,,,,,,,,,
,,,,,,,,,Tangoe India Softek,,,Tangoe India Softek,,,Tangoe India Softek,,,,,,,,,,,
,,,,,,,,,TaraSpan Solutions,,,TaraSpan Solutions,,,TaraSpan Solutions,,,,,,,,,,,
,,,,,,,,,Tata AIA Life,,,Tata AIA Life,,,Tata AIA Life,,,,,,,,,,,
,,,,,,,,,Tata Advanced Materials,,,Tata Advanced Materials,,,Tata Advanced Materials,,,,,,,,,,,
,,,,,,,,,Tata Autocomp,,,Tata Autocomp,,,Tata Autocomp,,,,,,,,,,,
,,,,,,,,,Tata Bluescope Steel,,,Tata Bluescope Steel,,,Tata Bluescope Steel,,,,,,,,,,,
,,,,,,,,,Tata Capital,,,Tata Capital,,,Tata Capital,,,,,,,,,,,
,,,,,,,,,Tata Chemicals,,,Tata Chemicals,,,Tata Chemicals,,,,,,,,,,,
,,,,,,,,,Tata Communications,,,Tata Communications,,,Tata Communications,,,,,,,,,,,
,,,,,,,,,Tata Consulting Engineers,,,Tata Consulting Engineers,,,Tata Consulting Engineers,,,,,,,,,,,
,,,,,,,,,Tata Elxsi,,,Tata Elxsi,,,Tata Elxsi,,,,,,,,,,,
,,,,,,,,,Tata Interactive Sys,,,Tata Interactive Sys,,,Tata Interactive Sys,,,,,,,,,,,
,,,,,,,,,Tata Motors,,,Tata Motors,,,Tata Motors,,,,,,,,,,,
,,,,,,,,,Tata Power Company,,,Tata Power Company,,,Tata Power Company,,,,,,,,,,,
,,,,,,,,,Tata Projects,,,Tata Projects,,,Tata Projects,,,,,,,,,,,
,,,,,,,,,Tata Steel,,,Tata Steel,,,Tata Steel,,,,,,,,,,,
,,,,,,,,,Tata Tea,,,Tata Tea,,,Tata Tea,,,,,,,,,,,
,,,,,,,,,Tata Technologies,,,Tata Technologies,,,Tata Technologies,,,,,,,,,,,
,,,,,,,,,Tata Teleservices,,,Tata Teleservices,,,Tata Teleservices,,,,,,,,,,,
,,,,,,,,,TaxiForSure,,,TaxiForSure,,,TaxiForSure,,,,,,,,,,,
,,,,,,,,,Tech Mahindra,,,Tech Mahindra,,,Tech Mahindra,,,,,,,,,,,
,,,,,,,,,TechMBS,,,TechMBS,,,TechMBS,,,,,,,,,,,
,,,,,,,,,Techbooks Intl,,,Techbooks Intl,,,Techbooks Intl,,,,,,,,,,,
,,,,,,,,,Technicolor,,,Technicolor,,,Technicolor,,,,,,,,,,,
,,,,,,,,,Techno Brain Global,,,Techno Brain Global,,,Techno Brain Global,,,,,,,,,,,
,,,,,,,,,Technosoft Global,,,Technosoft Global,,,Technosoft Global,,,,,,,,,,,
,,,,,,,,,Techs to Suit Inc,,,Techs to Suit Inc,,,Techs to Suit Inc,,,,,,,,,,,
,,,,,,,,,Tecnimont ICB,,,Tecnimont ICB,,,Tecnimont ICB,,,,,,,,,,,
,,,,,,,,,Tecnotree,,,Tecnotree,,,Tecnotree,,,,,,,,,,,
,,,,,,,,,Teleperformance,,,Teleperformance,,,Teleperformance,,,,,,,,,,,
,,,,,,,,,Teradata,,,Teradata,,,Teradata,,,,,,,,,,,
,,,,,,,,,Textron Global,,,Textron Global,,,Textron Global,,,,,,,,,,,
,,,,,,,,,Thakral One Solutions,,,Thakral One Solutions,,,Thakral One Solutions,,,,,,,,,,,
,,,,,,,,,The Bombay Dyeing,,,The Bombay Dyeing,,,The Bombay Dyeing,,,,,,,,,,,
,,,,,,,,,The Linde Group,,,The Linde Group,,,The Linde Group,,,,,,,,,,,
,,,,,,,,,Theorem Clinical Research,,,Theorem Clinical Research,,,Theorem Clinical Research,,,,,,,,,,,
,,,,,,,,,Thermax,,,Thermax,,,Thermax,,,,,,,,,,,
,,,,,,,,,Thiess,,,Thiess,,,Thiess,,,,,,,,,,,
,,,,,,,,,Thinksoft,,,Thinksoft,,,Thinksoft,,,,,,,,,,,
,,,,,,,,,Thomas Cook,,,Thomas Cook,,,Thomas Cook,,,,,,,,,,,
,,,,,,,,,Thomson Reuters,,,Thomson Reuters,,,Thomson Reuters,,,,,,,,,,,
,,,,,,,,,Thyrocare Technologies,,,Thyrocare Technologies,,,Thyrocare Technologies,,,,,,,,,,,
,,,,,,,,,Tieto Software,,,Tieto Software,,,Tieto Software,,,,,,,,,,,
,,,,,,,,,Times Centre For Learning,,,Times Centre For Learning,,,Times Centre For Learning,,,,,,,,,,,
,,,,,,,,,Timken Engg & Research,,,Timken Engg & Research,,,Timken Engg & Research,,,,,,,,,,,
,,,,,,,,,Tiny Owl,,,Tiny Owl,,,Tiny Owl,,,,,,,,,,,
,,,,,,,,,Titan,,,Titan,,,Titan,,,,,,,,,,,
,,,,,,,,,Toluna,,,Toluna,,,Toluna,,,,,,,,,,,
,,,,,,,,,TomTom,,,TomTom,,,TomTom,,,,,,,,,,,
,,,,,,,,,Torrent Pharmaceuticals,,,Torrent Pharmaceuticals,,,Torrent Pharmaceuticals,,,,,,,,,,,
,,,,,,,,,Torrent Power,,,Torrent Power,,,Torrent Power,,,,,,,,,,,
,,,,,,,,,Toshiba,,,Toshiba,,,Toshiba,,,,,,,,,,,
,,,,,,,,,Total,,,Total,,,Total,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Total Shipping & Logistics,,,Total Shipping & Logistics,,,Total Shipping & Logistics,,,,,,,,,,,
,,,,,,,,,Toyota Kirloskar Motor,,,Toyota Kirloskar Motor,,,Toyota Kirloskar Motor,,,,,,,,,,,
,,,,,,,,,Tractebel Engineering,,,Tractebel Engineering,,,Tractebel Engineering,,,,,,,,,,,
,,,,,,,,,Tractors & Farm Equipment,,,Tractors & Farm Equipment,,,Tractors & Farm Equipment,,,,,,,,,,,
,,,,,,,,,Trapti Saxena Company,,,Trapti Saxena Company,,,Trapti Saxena Company,,,,,,,,,,,
,,,,,,,,,Treasure World Developers,,,Treasure World Developers,,,Treasure World Developers,,,,,,,,,,,
,,,,,,,,,Trigent Software,,,Trigent Software,,,Trigent Software,,,,,,,,,,,
,,,,,,,,,Trigyn Technologies,,,Trigyn Technologies,,,Trigyn Technologies,,,,,,,,,,,
,,,,,,,,,Trivedi LLC,,,Trivedi LLC,,,Trivedi LLC,,,,,,,,,,,
,,,,,,,,,Tulip Telecom,,,Tulip Telecom,,,Tulip Telecom,,,,,,,,,,,
,,,,,,,,,UFO Moviez,,,UFO Moviez,,,UFO Moviez,,,,,,,,,,,
,,,,,,,,,UPS,,,UPS,,,UPS,,,,,,,,,,,
,,,,,,,,,URS Scott Wilson,,,URS Scott Wilson,,,URS Scott Wilson,,,,,,,,,,,
,,,,,,,,,US Technology,,,US Technology,,,US Technology,,,,,,,,,,,
,,,,,,,,,USV,,,USV,,,USV,,,,,,,,,,,
,,,,,,,,,UTC Aerospace Systems,,,UTC Aerospace Systems,,,UTC Aerospace Systems,,,,,,,,,,,
,,,,,,,,,Ubisoft Entertainment,,,Ubisoft Entertainment,,,Ubisoft Entertainment,,,,,,,,,,,
,,,,,,,,,Uflex,,,Uflex,,,Uflex,,,,,,,,,,,
,,,,,,,,,Unicon Investment,,,Unicon Investment,,,Unicon Investment,,,,,,,,,,,
,,,,,,,,,Uninor,,,Uninor,,,Uninor,,,,,,,,,,,
,,,,,,,,,Unisys,,,Unisys,,,Unisys,,,,,,,,,,,
,,,,,,,,,Unitech,,,Unitech,,,Unitech,,,,,,,,,,,
,,,,,,,,,United Biotech,,,United Biotech,,,United Biotech,,,,,,,,,,,
,,,,,,,,,Unity Infraprojects,,,Unity Infraprojects,,,Unity Infraprojects,,,,,,,,,,,
,,,,,,,,,Urban Ladder,,,Urban Ladder,,,Urban Ladder,,,,,,,,,,,
,,,,,,,,,Utsav Fashion,,,Utsav Fashion,,,Utsav Fashion,,,,,,,,,,,
,,,,,,,,,V2 Retail,,,V2 Retail,,,V2 Retail,,,,,,,,,,,
,,,,,,,,,V2Soft,,,V2Soft,,,V2Soft,,,,,,,,,,,
,,,,,,,,,VERTEX,,,VERTEX,,,VERTEX,,,,,,,,,,,
,,,,,,,,,VFS Global,,,VFS Global,,,VFS Global,,,,,,,,,,,
,,,,,,,,,VLCC,,,VLCC,,,VLCC,,,,,,,,,,,
,,,,,,,,,VVF,,,VVF,,,VVF,,,,,,,,,,,
,,,,,,,,,Valtech,,,Valtech,,,Valtech,,,,,,,,,,,
,,,,,,,,,ValueLabs,,,ValueLabs,,,ValueLabs,,,,,,,,,,,
,,,,,,,,,Vasan Health Care,,,Vasan Health Care,,,Vasan Health Care,,,,,,,,,,,
,,,,,,,,,Vascon Engineers,,,Vascon Engineers,,,Vascon Engineers,,,,,,,,,,,
,,,,,,,,,Vatika Group,,,Vatika Group,,,Vatika Group,,,,,,,,,,,
,,,,,,,,,Vayama,,,Vayama,,,Vayama,,,,,,,,,,,
,,,,,,,,,Veljan Investments,,,Veljan Investments,,,Veljan Investments,,,,,,,,,,,
,,,,,,,,,Verizon,,,Verizon,,,Verizon,,,,,,,,,,,
,,,,,,,,,Videocon Industries,,,Videocon Industries,,,Videocon Industries,,,,,,,,,,,
,,,,,,,,,Videocon Telecomm.,,,Videocon Telecomm.,,,Videocon Telecomm.,,,,,,,,,,,
,,,,,,,,,Vigneshwara Group,,,Vigneshwara Group,,,Vigneshwara Group,,,,,,,,,,,
,,,,,,,,,Viom,,,Viom,,,Viom,,,,,,,,,,,
,,,,,,,,,Virtela,,,Virtela,,,Virtela,,,,,,,,,,,
,,,,,,,,,Virtusa Consulting,,,Virtusa Consulting,,,Virtusa Consulting,,,,,,,,,,,
,,,,,,,,,Vmware,,,Vmware,,,Vmware,,,,,,,,,,,
,,,,,,,,,Vodafone,,,Vodafone,,,Vodafone,,,,,,,,,,,
,,,,,,,,,Voltas,,,Voltas,,,Voltas,,,,,,,,,,,
,,,,,,,,,Voltech,,,Voltech,,,Voltech,,,,,,,,,,,
,,,,,,,,,Vyom Labs,,,Vyom Labs,,,Vyom Labs,,,,,,,,,,,
,,,,,,,,,WNS,,,WNS,,,WNS,,,,,,,,,,,
,,,,,,,,,Walmart,,,Walmart,,,Walmart,,,,,,,,,,,
,,,,,,,,,Weavetex Overseas,,,Weavetex Overseas,,,Weavetex Overseas,,,,,,,,,,,
,,,,,,,,,Wells Fargo,,,Wells Fargo,,,Wells Fargo,,,,,,,,,,,
,,,,,,,,,Welspun,,,Welspun,,,Welspun,,,,,,,,,,,
,,,,,,,,,Williams Lea,,,Williams Lea,,,Williams Lea,,,,,,,,,,,
,,,,,,,,,Willis Processing Services,,,Willis Processing Services,,,Willis Processing Services,,,,,,,,,,,
,,,,,,,,,Wipro,,,Wipro,,,Wipro,,,,,,,,,,,
,,,,,,,,,Wipro BPS,,,Wipro BPS,,,Wipro BPS,,,,,,,,,,,
,,,,,,,,,Wipro Infotech,,,Wipro Infotech,,,Wipro Infotech,,,,,,,,,,,
,,,,,,,,,Wital See Marketing,,,Wital See Marketing,,,Wital See Marketing,,,,,,,,,,,
,,,,,,,,,Wockhardt Hospitals,,,Wockhardt Hospitals,,,Wockhardt Hospitals,,,,,,,,,,,
,,,,,,,,,World-Wide Visas,,,World-Wide Visas,,,World-Wide Visas,,,,,,,,,,,
,,,,,,,,,XL Dynamics,,,XL Dynamics,,,XL Dynamics,,,,,,,,,,,
,,,,,,,,,Xavient Software,,,Xavient Software,,,Xavient Software,,,,,,,,,,,
,,,,,,,,,Xchanging,,,Xchanging,,,Xchanging,,,,,,,,,,,
,,,,,,,,,Xerox,,,Xerox,,,Xerox,,,,,,,,,,,
,,,,,,,,,Xilinx,,,Xilinx,,,Xilinx,,,,,,,,,,,
,,,,,,,,,Xinthe Technologies,,,Xinthe Technologies,,,Xinthe Technologies,,,,,,,,,,,
,,,,,,,,,Xoriant Solutions,,,Xoriant Solutions,,,Xoriant Solutions,,,,,,,,,,,
,,,,,,,,,YFC Projects,,,YFC Projects,,,YFC Projects,,,,,,,,,,,
,,,,,,,,,Yahoo Software Development,,,Yahoo Software Development,,,Yahoo Software Development,,,,,,,,,,,
,,,,,,,,,Yash Technologies,,,Yash Technologies,,,Yash Technologies,,,,,,,,,,,
,,,,,,,,,Yatra,,,Yatra,,,Yatra,,,,,,,,,,,
,,,,,,,,,Yes Bank,,,Yes Bank,,,Yes Bank,,,,,,,,,,,
,,,,,,,,,Yodlee Infotech,,,Yodlee Infotech,,,Yodlee Infotech,,,,,,,,,,,
,,,,,,,,,ZS Associates,,,ZS Associates,,,ZS Associates,,,,,,,,,,,
,,,,,,,,,ZTE Telecom,,,ZTE Telecom,,,ZTE Telecom,,,,,,,,,,,
,,,,,,,,,Zee,,,Zee,,,Zee,,,,,,,,,,,
,,,,,,,,,Zen3 InfoSolutions,,,Zen3 InfoSolutions,,,Zen3 InfoSolutions,,,,,,,,,,,
,,,,,,,,,Zenith Infotech,,,Zenith Infotech,,,Zenith Infotech,,,,,,,,,,,
,,,,,,,,,Zensar Technologies,,,Zensar Technologies,,,Zensar Technologies,,,,,,,,,,,
,,,,,,,,,Zodiac Clothing,,,Zodiac Clothing,,,Zodiac Clothing,,,,,,,,,,,
,,,,,,,,,Zomato,,,Zomato,,,Zomato,,,,,,,,,,,
,,,,,,,,,Zuari Cement,,,Zuari Cement,,,Zuari Cement,,,,,,,,,,,
,,,,,,,,,Zydex Industries,,,Zydex Industries,,,Zydex Industries,,,,,,,,,,,
,,,,,,,,,e-Nxt Financials,,,e-Nxt Financials,,,e-Nxt Financials,,,,,,,,,,,
,,,,,,,,,eClerx Services,,,eClerx Services,,,eClerx Services,,,,,,,,,,,
,,,,,,,,,eInfochips,,,eInfochips,,,eInfochips,,,,,,,,,,,
,,,,,,,,,iEnergizer,,,iEnergizer,,,iEnergizer,,,,,,,,,,,
,,,,,,,,,iNautix Technologies,,,iNautix Technologies,,,iNautix Technologies,,,,,,,,,,,
,,,,,,,,,iYogi Tech. Services,,,iYogi Tech. Services,,,iYogi Tech. Services,,,,,,,,,,,
,,,,,,,,,ibibo,,,ibibo,,,ibibo,,,,,,,,,,,
,,,,,,,,,inVentiv International,,,inVentiv International,,,inVentiv International,,,,,,,,,,,
,,,,,,,,,vCustomer,,,vCustomer,,,vCustomer,,,,,,,,,,,
,,,,,,,,,vivo Mobile,,,vivo Mobile,,,vivo Mobile,,,,,,,,,,,